x,y,z
-2.0,-2.0,0.07840124765396417
-1.9090909090909092,-2.0,0.10619684187773909
-1.8181818181818181,-2.0,0.13075036838041326
-1.7272727272727273,-2.0,0.15197166479644864
-1.6363636363636362,-2.0,0.16979808889084047
-1.5454545454545454,-2.0,0.18419503590709013
-1.4545454545454546,-2.0,0.19515622436002075
-1.3636363636363638,-2.0,0.20270374791313442
-1.2727272727272727,-2.0,0.2068878929120697
-1.1818181818181817,-2.0,0.2077867230811078
-1.0909090909090908,-2.0,0.2055054348126261
-1.0,-2.0,0.20017548837401464
-0.9090909090909092,-2.0,0.19195352220722242
-0.8181818181818181,-2.0,0.1810200592874849
-0.7272727272727273,-2.0,0.1675780162251227
-0.6363636363636362,-2.0,0.15185102742340031
-0.5454545454545454,-2.0,0.1340815981328447
-0.4545454545454546,-2.0,0.11452910165552653
-0.36363636363636354,-2.0,0.09346763723994053
-0.2727272727272727,-2.0,0.0711837663576427
-0.18181818181818166,-2.0,0.047974146057220744
-0.09090909090909083,-2.0,0.024143078941190495
0.0,-2.0,0.0
0.09090909090909083,-2.0,-0.024143078941190495
0.18181818181818166,-2.0,-0.047974146057220744
0.27272727272727293,-2.0,-0.07118376635764276
0.36363636363636376,-2.0,-0.09346763723994062
0.4545454545454546,-2.0,-0.11452910165552653
0.5454545454545454,-2.0,-0.1340815981328447
0.6363636363636362,-2.0,-0.15185102742340031
0.7272727272727275,-2.0,-0.1675780162251227
0.8181818181818183,-2.0,-0.18102005928748488
0.9090909090909092,-2.0,-0.19195352220722242
1.0,-2.0,-0.20017548837401464
1.0909090909090908,-2.0,-0.2055054348126261
1.181818181818182,-2.0,-0.20778672308110785
1.272727272727273,-2.0,-0.2068878929120697
1.3636363636363638,-2.0,-0.20270374791313442
1.4545454545454546,-2.0,-0.19515622436002075
1.5454545454545454,-2.0,-0.18419503590709013
1.6363636363636367,-2.0,-0.16979808889084042
1.7272727272727275,-2.0,-0.15197166479644864
1.8181818181818183,-2.0,-0.13075036838041315
1.9090909090909092,-2.0,-0.10619684187773909
2.0,-2.0,-0.07840124765396417
-2.0,-1.9090909090909092,0.001776554732505209
-1.9090909090909092,-1.9090909090909092,0.026704963125125936
-1.8181818181818181,-1.9090909090909092,0.04904780914672102
-1.7272727272727273,-1.9090909090909092,0.06873318793913447
-1.6363636363636362,-1.9090909090909092,0.08571114206174552
-1.5454545454545454,-1.9090909090909092,0.09995407407860957
-1.4545454545454546,-1.9090909090909092,0.11145697447940653
-1.3636363636363638,-1.9090909090909092,0.12023746305184682
-1.2727272727272727,-1.9090909090909092,0.12633564336385214
-1.1818181818181817,-1.9090909090909092,0.12981377155730678
-1.0909090909090908,-1.9090909090909092,0.13075574218873973
-1.0,-1.9090909090909092,0.12926639536325937
-0.9090909090909092,-1.9090909090909092,0.1254706508839665
-0.8181818181818181,-1.9090909090909092,0.11951247656770733
-0.7272727272727273,-1.9090909090909092,0.11155369924761256
-0.6363636363636362,-1.9090909090909092,0.1017726682820822
-0.5454545454545454,-1.9090909090909092,0.09036278260799148
-0.4545454545454546,-1.9090909090909092,0.07753089350285007
-0.36363636363636354,-1.9090909090909092,0.06349559624713966
-0.2727272727272727,-1.9090909090909092,0.04848542479560105
-0.18181818181818166,-1.9090909090909092,0.03273696436727083
-0.09090909090909083,-1.9090909090909092,0.01649289754195734
0.0,-1.9090909090909092,0.0
0.09090909090909083,-1.9090909090909092,-0.01649289754195734
0.18181818181818166,-1.9090909090909092,-0.03273696436727083
0.27272727272727293,-1.9090909090909092,-0.048485424795601084
0.36363636363636376,-1.9090909090909092,-0.0634955962471397
0.4545454545454546,-1.9090909090909092,-0.07753089350285007
0.5454545454545454,-1.9090909090909092,-0.09036278260799148
0.6363636363636362,-1.9090909090909092,-0.1017726682820822
0.7272727272727275,-1.9090909090909092,-0.11155369924761255
0.8181818181818183,-1.9090909090909092,-0.11951247656770733
0.9090909090909092,-1.9090909090909092,-0.1254706508839665
1.0,-1.9090909090909092,-0.12926639536325937
1.0909090909090908,-1.9090909090909092,-0.13075574218873973
1.181818181818182,-1.9090909090909092,-0.12981377155730678
1.272727272727273,-1.9090909090909092,-0.12633564336385208
1.3636363636363638,-1.9090909090909092,-0.12023746305184682
1.4545454545454546,-1.9090909090909092,-0.11145697447940653
1.5454545454545454,-1.9090909090909092,-0.09995407407860957
1.6363636363636367,-1.9090909090909092,-0.08571114206174546
1.7272727272727275,-1.9090909090909092,-0.06873318793913447
1.8181818181818183,-1.9090909090909092,-0.04904780914672091
1.9090909090909092,-1.9090909090909092,-0.026704963125125936
2.0,-1.9090909090909092,-0.001776554732505209
-2.0,-1.8181818181818181,-0.07734044213016147
-1.9090909090909092,-1.8181818181818181,-0.05537247799851319
-1.8181818181818181,-1.8181818181818181,-0.03531221731615297
-1.7272727272727273,-1.8181818181818181,-0.01721271358798243
-1.6363636363636362,-1.8181818181818181,-0.0011108268730965765
-1.5454545454545454,-1.8181818181818181,0.012973080634061662
-1.4545454545454546,-1.8181818181818181,0.02503531277043547
-1.3636363636363638,-1.8181818181818181,0.035088869930123945
-1.2727272727272727,-1.8181818181818181,0.043163341697083746
-1.1818181818181817,-1.8181818181818181,0.04930466247148377
-1.0909090909090908,-1.8181818181818181,0.053574732107939865
-1.0,-1.8181818181818181,0.056050904698691395
-0.9090909090909092,-1.8181818181818181,0.05682534972374406
-0.8181818181818181,-1.8181818181818181,0.056004290844094
-0.7272727272727273,-1.8181818181818181,0.05370712862466674
-0.6363636363636362,-1.8181818181818181,0.05006545443220353
-0.5454545454545454,-1.8181818181818181,0.04522196365208746
-0.4545454545454546,-1.8181818181818181,0.039329277199604495
-0.36363636363636354,-1.8181818181818181,0.03254868105851046
-0.2727272727272727,-1.8181818181818181,0.02504879425676778
-0.18181818181818166,-1.8181818181818181,0.01700417628033757
-0.09090909090909083,-1.8181818181818181,0.008593885426080316
0.0,-1.8181818181818181,0.0
0.09090909090909083,-1.8181818181818181,-0.008593885426080316
0.18181818181818166,-1.8181818181818181,-0.01700417628033757
0.27272727272727293,-1.8181818181818181,-0.0250487942567678
0.36363636363636376,-1.8181818181818181,-0.032548681058510484
0.4545454545454546,-1.8181818181818181,-0.039329277199604495
0.5454545454545454,-1.8181818181818181,-0.04522196365208746
0.6363636363636362,-1.8181818181818181,-0.05006545443220353
0.7272727272727275,-1.8181818181818181,-0.05370712862466673
0.8181818181818183,-1.8181818181818181,-0.056004290844094
0.9090909090909092,-1.8181818181818181,-0.05682534972374406
1.0,-1.8181818181818181,-0.056050904698691395
1.0909090909090908,-1.8181818181818181,-0.053574732107939865
1.181818181818182,-1.8181818181818181,-0.04930466247148377
1.272727272727273,-1.8181818181818181,-0.04316334169708372
1.3636363636363638,-1.8181818181818181,-0.035088869930123945
1.4545454545454546,-1.8181818181818181,-0.02503531277043547
1.5454545454545454,-1.8181818181818181,-0.012973080634061662
1.6363636363636367,-1.8181818181818181,0.001110826873096632
1.7272727272727275,-1.8181818181818181,0.01721271358798243
1.8181818181818183,-1.8181818181818181,0.035312217316153055
1.9090909090909092,-1.8181818181818181,0.05537247799851319
2.0,-1.8181818181818181,0.07734044213016147
-2.0,-1.7272727272727273,-0.15829633364824083
-1.9090909090909092,-1.7272727272727273,-0.13935762257144024
-1.8181818181818181,-1.7272727272727273,-0.12163300073321631
-1.7272727272727273,-1.7272727272727273,-0.10515623212838385
-1.6363636363636362,-1.7272727272727273,-0.08995077501566598
-1.5454545454545454,-1.7272727272727273,-0.07602958818127048
-1.4545454545454546,-1.7272727272727273,-0.06339502391522062
-1.3636363636363638,-1.7272727272727273,-0.052038808584327384
-1.2727272727272727,-1.7272727272727273,-0.04194211096224412
-1.1818181818181817,-1.7272727272727273,-0.03307569775228297
-1.0909090909090908,-1.7272727272727273,-0.025400175018564314
-1.0,-1.7272727272727273,-0.018866313531575224
-0.9090909090909092,-1.7272727272727273,-0.013415455341180937
-0.8181818181818181,-1.7272727272727273,-0.008979998219296306
-0.7272727272727273,-1.7272727272727273,-0.00548395397131482
-0.6363636363636362,-1.7272727272727273,-0.0028435760053278636
-0.5454545454545454,-1.7272727272727273,-0.0009680509761832851
-0.4545454545454546,-1.7272727272727273,0.0002397512077479541
-0.36363636363636354,-1.7272727272727273,0.0008824752092326943
-0.2727272727272727,-1.7272727272727273,0.0010674325432470794
-0.18181818181818166,-1.7272727272727273,0.0009057153155772879
-0.09090909090909083,-1.7272727272727273,0.000511278738380248
0.0,-1.7272727272727273,0.0
0.09090909090909083,-1.7272727272727273,-0.000511278738380248
0.18181818181818166,-1.7272727272727273,-0.0009057153155772879
0.27272727272727293,-1.7272727272727273,-0.0010674325432470794
0.36363636363636376,-1.7272727272727273,-0.0008824752092326943
0.4545454545454546,-1.7272727272727273,-0.0002397512077479541
0.5454545454545454,-1.7272727272727273,0.0009680509761832851
0.6363636363636362,-1.7272727272727273,0.0028435760053278636
0.7272727272727275,-1.7272727272727273,0.005483953971314848
0.8181818181818183,-1.7272727272727273,0.00897999821929632
0.9090909090909092,-1.7272727272727273,0.013415455341180937
1.0,-1.7272727272727273,0.018866313531575224
1.0909090909090908,-1.7272727272727273,0.025400175018564314
1.181818181818182,-1.7272727272727273,0.033075697752283
1.272727272727273,-1.7272727272727273,0.04194211096224415
1.3636363636363638,-1.7272727272727273,0.052038808584327384
1.4545454545454546,-1.7272727272727273,0.06339502391522062
1.5454545454545454,-1.7272727272727273,0.07602958818127048
1.6363636363636367,-1.7272727272727273,0.08995077501566603
1.7272727272727275,-1.7272727272727273,0.10515623212838385
1.8181818181818183,-1.7272727272727273,0.12163300073321637
1.9090909090909092,-1.7272727272727273,0.13935762257144024
2.0,-1.7272727272727273,0.15829633364824083
-2.0,-1.6363636363636362,-0.24042252352314636
-1.9090909090909092,-1.6363636363636362,-0.22455685638294426
-1.8181818181818181,-1.6363636363636362,-0.20920163738367126
-1.7272727272727273,-1.6363636363636362,-0.19437106216090017
-1.6363636363636362,-1.6363636363636362,-0.18007499343655792
-1.5454545454545454,-1.6363636363636362,-0.16631887956494856
-1.4545454545454546,-1.6363636363636362,-0.15310370953603358
-1.3636363636363638,-1.6363636363636362,-0.140426004807589
-1.2727272727272727,-1.6363636363636362,-0.12827784803369432
-1.1818181818181817,-1.6363636363636362,-0.11664694845229248
-1.0909090909090908,-1.6363636363636362,-0.10551674339179826
-1.0,-1.6363636363636362,-0.09486653505843685
-0.9090909090909092,-1.6363636363636362,-0.08467166147461584
-0.8181818181818181,-1.6363636363636362,-0.07490370015658993
-0.7272727272727273,-1.6363636363636362,-0.06553070284929108
-0.6363636363636362,-1.6363636363636362,-0.05651745937970181
-0.5454545454545454,-1.6363636363636362,-0.047825788449667485
-0.4545454545454546,-1.6363636363636362,-0.039414852966555225
-0.36363636363636354,-1.6363636363636362,-0.031241497307515517
-0.2727272727272727,-1.6363636363636362,-0.02326060373195786
-0.18181818181818166,-1.6363636363636362,-0.015425464998710283
-0.09090909090909083,-1.6363636363636362,-0.007688170110503051
0.0,-1.6363636363636362,0.0
0.09090909090909083,-1.6363636363636362,0.007688170110503051
0.18181818181818166,-1.6363636363636362,0.015425464998710283
0.27272727272727293,-1.6363636363636362,0.02326060373195788
0.36363636363636376,-1.6363636363636362,0.031241497307515537
0.4545454545454546,-1.6363636363636362,0.039414852966555225
0.5454545454545454,-1.6363636363636362,0.047825788449667485
0.6363636363636362,-1.6363636363636362,0.05651745937970181
